id_analisis,nombre,codigo,descripcion,precio,unidad_min,tiempo,pais_id,acreditacion
199,ANALISIS DE  HIPOCLORITO DE SODIO (CODE BLC),H-FQ116,UPERFICIE,3340,,0-60 días,Holanda,False
200,ANALISIS DE ACIDO ACETICO COMO ACIDO ORGANICO (CODE COB),H-FQ117,UPERFICIE,3820,,0-60 días,Holanda,False
201,POLIOLS,H-FQ118,"PAEC-PAD--SUGAR , ENDULCORANTES--TAT 10-12",4640,,10-12 días,Holanda,False
202,"SOLVENTS (METHANOL, PROPANOL, ETHANOL AND ACETON",H-FQ119,"LVENTS (METHANOL, PROPANOL, ETHANOL AND ACETON)",3780,,0-60 días,Holanda,False
203,ETHANOL /METHANO,H-FQ120,HANOL /METHANOL,5100,,0-60 días,Holanda,False
204,"CALCIUM, PHOSPHORUS, IRON, ZINC",H-FQ121,CP-TAT 10-12,2820,,10-12 días,Holanda,False
205,VISCOSIDAD INHERENTE,H-FQ122,AT 7-10,3700,,7-10 días,Holanda,False
207,PROPINEB,USA-FQ-001,AT 8-10,4259.2,,8-10 días,Estados Unidos,False
208,KRESOXIM MEYHYL,USA-FQ-002,AT 8-10,4259.2,,8-10 días,Estados Unidos,False
209,QUIZALOFOP,USA-FQ-003,TEFURYL--TAT 8-10,4259.2,,8-10 días,Estados Unidos,False
210,SULFURYL  FLUORIDE FEE PER SAMPLE,USA-FQ-004,AT 8-10,4600,200 A 500 G,8-10 días,Estados Unidos,False
211,FLUORIDE FEE PER SAMPLE,USA-FQ-005,AT 8-10,5500,200 A 500 G,8-10 días,Estados Unidos,False
212,OXATHIAPIPROLIN FEE PER SAMPLE,USA-FQ-006,RESH  PRODUCE - TAT 7-9,4900,500 g,7-9 días,Estados Unidos,False
213,HEAVY METALS,H-INOR001,"CP-MS--(AL, BA, CD, CO, CR, NI, PB, CU, ZN)-- WATER Q,  FERTILIZER, SUGAR-- TAT 5-7",3237.5,,8-13 días,Holanda,False
214,HEAVY METALS IN FRESH PRODUCE,H-INOR002,"P-MS--FOOD Q (CD, AS, HG, PB),PLANT PARTS, MEAT--TAT 6-8",2596,,6-8 días,Holanda,False
215,HEAVY METALS IN OIL,H-INOR003,ICP-MS -- OIL-LIKE MATRIX -- TAT 10-12,2900,,9-14 días,Holanda,False
216,HEAVY METALS IN SOIL/ COMPOST,H-INOR004,"ICP-MS-- Q--SOIL, COMPOST -- TAT 5-8",5075,,13-15 días,Holanda,False
217,ONE HEAVY METAL,H-INOR005,ICP-MS -- TAT 5-6,2747.5,,9-14 días,Holanda,False
218,HARDNESS+CODE EDS,H-INOR006,ICP--WATER--TAT 3-5,2012.5,,3-5 días,Holanda,False
219,FREE CHLORINE,H-INOR007,ATER,3727.5,500g,8-13 días,Holanda,False
220,FLUORIDE,H-INOR008,"LECTRODES--WATER, PLANT PART, SOIL-- TAT 5-6",2012.5,,5-6 días,Holanda,False
221,TSS TOTAL SUSPENDED SOLIDS,H-INOR009,ATER--TAT 6-8,2612.75,,10-14 días,Holanda,False
222,IDEM + TDS TOTAL DISSOLVED SOLIDS,H-INOR010,AT 6-8,2612.75,,8-13 días,Holanda,False
223,TURBIDITY,H-INOR011,ATER--TAT 5-7,2612.75,,8-13 días,Holanda,False
224,BIOLOGICAL OXYGEN DEMAND (BOD),H-INOR012,WATER -- 4 MG/L--TAT 7-10,2502.5,,9-14 días,Holanda,False
225,CHEMICAL OXYGEN DEMAND (COD),H-INOR013,WATER--TAT  7-10,2037,,5-9 días,Holanda,False
226,TOTAL ORGANIC CARBON,H-INOR014,EN-EN-1484-- WATER--TAT 7-10,1767.5,500g,5-9 días,Holanda,False
227,DENSITY,H-INOR015,"ERTILISER, COCOA PEAT--TAT 6-8",4462.5,2L,13-16 días,Holanda,False
228,IODINE,H-INOR016,CP.MS--WATER-- TAT 6-8,2747.5,500g,10-14 días,Holanda,False
229,IODINE,H-INOR017,"CP.MS--CROP, SOIL--TAT 6-8",1951.25,,10-12 días,Holanda,False
230,SELENIUM,H-INOR018,"CP.MS--FOOD, FEEDLICKLONES--TAT 5-7",1620.5,,5-9 días,Holanda,False
231,SELENIUM,H-INOR019,"CP.MS--WATER, FERTILISER,SALT--TAT 5-7",1890,,5-9 días,Holanda,False
232,TRANSMISSION (254 NM),H-INOR020,ATER--TAT 5-7,1624.75,#ÁVALOR!,4-6 días,Holanda,False
233,BRIX (FRUIT),H-INOR021,"CROP, WATER--TAT5-7",1735,,5-7 días,Holanda,False
234,IMAGE ANALYSIS (DETERMINATION OF PARTICLE SIZE),H-INOR022,WATER--TAT 13-16,1612.5,,6-9 días,Holanda,False
235,DESTRUCTION (MAJOR AND MINOR ELEMENTS) + N TOTAL,H-INOR023,"CP-MS--PLANT, LEAVES, FRUIT--TAT 6-8",2620,,6-8 días,Holanda,False
236,"DESTRUCTION, CHLORITE AND NITRATE",H-INOR024,"ICP-OES-- PLANT, LEAVES, FRUIT -- TAT 7-10",1840,,7-10 días,Holanda,False
237,DRY MATTER,H-INOR025,"ICP-OES--PLANT, LEAVES -- TAT 5-7",1516,,5-7 días,Holanda,False
238,"DRY MATTER, HUMEDITY, ORG. MAT.",H-INOR026,"LANT, LEAVES--TAT 5-7",1732,,5-7 días,Holanda,False
239,PLANT JUICE (ANALISIS DE SAVIA),H-INOR027,ICP-- LEAVES--TAT 5-7,1900,,5-7 días,Holanda,False
240,"MAJOR AND MINOR ELEMENT (NUTRITION), PH, EC",H-INOR028,"CP--Q--ESTçNDAR WATER, DRIP, DRAIN --TAT 3-5",1780,,3-5 días,Holanda,True
241,WELL WATER INCL FE TOTAL,H-INOR029,ICP--Q--WATER--TAT 3-7,2020,,3-7 días,Holanda,True
242,"IRRIGATION ANALYSIS (MAJOR AND MINOR ELEMENTS, PH, EC, As)",H-INOR030,CP-- Q --WATER--TAT 3-7,2950,,3-7 días,Holanda,False
243,"GREENHOUSE SOIL SSE (MAJOR AND MINOR ELEMENTS, PH, EC)",H-INOR031,"ICP--Q-- SOIL, SUBSTRATE--5-7",1900,,3-5 días,Holanda,True
244,UPTAKE ANALYSE,H-INOR032,CP-- DRIP + DRAIN+ ADVICE-- Q--TAT 3-7,2752,,4-6 días,Holanda,False
245,ADVICE FOR FERTILIZATION. SOIL,H-INOR033,TER-LEAVES--TAT 3-7,1432,,3-7 días,Holanda,False
246,FERTILISER,H-INOR034,CP--FERTILISER--TAT,2140,,0-60 días,Holanda,False
247,Ca + K + Fe DETERMINATIO,H-INOR035,#ÀNOMBRE?,3300,,0-60 días,Holanda,False
248,AEROBIC PLATE COUNT/G,H-MICRO001,"EQUAL TO ISO 4833 -- <10 CFU/G--FOOD, WATER -- TAT 5-6",827.2,,5-6 días,Holanda,True
249,ALICYCLOBACILLUS,H-MICRO002,"FOOD, WATER--TAT 7-9",1060,,7-9 días,Holanda,False
250,BACILLUS CEREUS/ G,H-MICRO003,"EQUAL TO ISO 7932 -- <10 CFU/G-- FOOD, WATER -- TAT 5-6",1028.8,,6-9 días,Holanda,True
251,CAMPYLOBACTER/25G,H-MICRO004,"OWN METHOD--FOOD, WATER -- TAT 7-10",1427.2,,10-14 días,Holanda,False
252,CLOSTRIDIUM PERFRINGENS/ G,H-MICRO005,"CC. NEN-EN-ISO 7937 -- <10 CFU / G-- FOOD, WATER--TAT 7-10",1427.2,,10-14 días,Holanda,False
253,COLIFORMES/G,H-MICRO006,"QUAL TO ISO 4832 -- <10 CFU / G--FOOD, WATER -- TAT 5",875.2,,5-8 días,Holanda,True
254,E.COLI O157:H7/25G,H-MICRO007,"WN METHOD, PCR -- FOOD, WATER -- TAT 5",1480,,6-9 días,Holanda,True
255,E.COLI/G,H-MICRO008,"EQUAL TO ISO 16649-2, PLATING -- <10 CFU / G--FOOD, WATER -- TAT 5",827.2,,5-8 días,Holanda,True
256,ENTEROBACTERIACEAE/G,H-MICRO009,"EQUAL TO ISO 21528-2 -- <10 CFU / G-- FOOD, WATER -- TAT 5",856,,5-8 días,Holanda,True
257,FAECALE STREPTOCOCCEN/G,H-MICRO010,"FOOD, WATER-- TAT 5",1110.4,,5-8 días,Holanda,True
258,YEASTS *1,H-MICRO011,"FOOD, WATER-- TAT 6-8",827.2,,9-12 días,Holanda,False
259,LISTERIA MONOCYTOGENES/G,H-MICRO012,"QUAL TO ISO 11290-2 -- <10 CFU/G-- FOOD, WATER --TAT 6-7",1134.4,,7-10 días,Holanda,True
260,LISTERIA MONOCYTOGENES/25G,H-MICRO013,"QUAL TO ISO 112901-- FOOD, WATER -- TAT 6-7",1201.6,,7-10 días,Holanda,True
261,LISTERIA SPP./25G,H-MICRO014,"FOOD, WATER -- TAT 6-7",1201.6,,7-10 días,Holanda,False
262,LISTERIA SPP./G,H-MICRO015,"FOOD, WATER-- TAT 7-8",1134.4,,7-10 días,Holanda,False
263,LACTIC ACID BACTERIA,H-MICRO016,"OWN METHOD -- <10 CFU / G-- FOOD, WATER--TAT 8-9",875.2,,7-10 días,Holanda,False
264,NOROVIRUS,H-MICRO017,"ISO 15216-2-- FOOD, WATER-- TAT 10-12",4300,,10-14 días,Holanda,False
265,HEPATITUS A,H-MICRO018,ISO 15216-2--FOOD-- TAT 10-12,5000,,10-12 días,Holanda,False
266,RECUENTO DE ESTAFILOCOCOS COAGULASA POSITIVA (NMP/g),H-MICRO019,"ISO 6888-3:1999 ICMSF -- LêMITE n=5, c=1, m=102, M=103",1075.2,,0-60 días,Holanda,False
267,SALMONELLA SPP,H-MICRO020,"ISO 6579:2002, Co: 2004, BAM-FDA:2011, USDA-FSIS:2011 -- LêMITE n=5, c=0, AUSENCIA EN 25 g",1435.2,250g,6-9 días,Holanda,False
268,SHIGELLA SPP/25G FOOD/WATER OWN METHO,H-MICRO021,IGELLA SPP/25G FOOD/WATER OWN METHOD,2280,500g,0-60 días,Holanda,False
269,IDENTIFICACIîN DE ALGAS (ALGAE) MƒTODO CUALITATIV,H-MICRO022,ENTIFICACIîN DE ALGAS (ALGAE) MƒTODO CUALITATIVO,1800,,0-60 días,Holanda,False
270,SALMONELLA,H-MICRO023,SDA-FSIS:2011--MATRIX: HUMIC ACIDS,2241.12,300 ml,7-9 días,Holanda,False
271,FECAL COLIFORM,H-MICRO024,SDA-FSIS:2011-MATRIX: HUMIC ACIDS,1275.12,300 ml,7-9 días,Holanda,False
272,FUNGI,H-MICRO025,OOD WATER-- TAT 7-8,-1,,7-8 días,Holanda,False
273,"SALMONELLA, 25G",H-MICRO026,EQUAL TO ISO 6579-- Q -- TAT 5-6,-1,,5-6 días,Holanda,False
274,SHIGELLA SPP/25G,H-MICRO027,WN METHOD-- FOOD/WATER -- TAT 9,-1,,9-9 días,Holanda,False
275,STAPHYLOCOCCUS AUREUS/G ( INCL. COAGUALASE/ G COUNT),H-MICRO028,EQUAL TO ISO 6888-1-- Q -- TAT 5,-1,,5-5 días,Holanda,False
276,STEC 25 G,H-MICRO029,CONFORM ISO 13136-- Q-- TAT 6,2580,,6-6 días,Holanda,False
277,FUNGY AND YEASTS,H-MICRO030,EQUAL TO AOAC997.02-- <10 CFU/G --Q -- TAT 8,-1,,8-8 días,Holanda,False
278,VIBRIO SPP./ 25 G,H-MICRO031,"FOOD, WATER--TAT 9",-1,,9-9 días,Holanda,False
279,AEROBIC PLATE COUNT AT 37¡C,H-MICRO032,WN METHOD--TAT 9,-1,,9-9 días,Holanda,False
280,AEROBIC PLATE COUNT AT 22 ¡C,H-MICRO033,OWN METHOD-- TAT 7,-1,,7-7 días,Holanda,False
281,ANAEROBIC PLATE COUNT,H-MICRO034,"OOD, WATER--  TAT 7",-1,,7-7 días,Holanda,False
282,SULFITE REDUCING BACTERIA,H-MICRO035,AT 8,-1,,8-8 días,Holanda,False
283,AEROBIC MESOPHILIC(30¡C) SPORE FORMS,H-MICRO036,LATING--TAT 7,-1,,7-7 días,Holanda,False
284,AEROBIC THERMOPHILIC (55¡C) SPORE FORMS,H-MICRO037,LATING--TAT 7,-1,,7-7 días,Holanda,False
285,ANAEROBIC MESOPHILIC (30 ¡C)  SPORE FORMS,H-MICRO038,LATING-- TAT 7,-1,,7-7 días,Holanda,False
286,ANAEROBIC THERMOPHILIC (55¡C) SPORE FORMS,H-MICRO039,LATING--TAT 7,-1,,7-7 días,Holanda,False
287,"PACKAGE NOROVIRUS (GI, GII)  AND HEPATITIS A ,INC. INTERNATIONAL SHIPPING",CAN-MICRO0001,--TAT 4-6,10500,1 KG  (DUPLICADO),4-6 días,Canadá,False
288,YERSINIA,H-OTROS001,PLANT -- PLATING,2600,,0-60 días,Holanda,False
289,PSEUDOMONAS SPP/GRAM,H-OTROS002,FOOD,1904,1000g,6-9 días,Holanda,False
290,VIBRIO,H-OTROS003,"FOOD, FISH",2000,,6-9 días,Holanda,False
291,PATULINE SOLID,H-OTROS004,SOLID -- LC-MS.MS -- 20 PPB,4400,500g,11-15 días,Holanda,False
292,PATULINE LIQUID,H-OTROS005,"PUREE, JUICES -- LC-MS.MS -- 5 PPB",3584,500g,11-15 días,Holanda,False
293,BACITRACINE,H-OTROS006,"MEAT, EGG, MILK -- LC-MS.MS -- >0,02MG/KG",5000,500g,11-15 días,Holanda,False
294,STRONTIUM,H-OTROS007,WATER,3200,,0-60 días,Holanda,False
295,CHROMO 6,H-OTROS008,WATER -- 5UG/L,3320,500g,9-14 días,Holanda,False
296,CHROMO 6,H-OTROS009,"SOIL -- 0,1 MG/KGDM",4520,500g,9-14 días,Holanda,False
297,SELENIUM,H-OTROS010,WATER,3200,,0-60 días,Holanda,False
298,CYAN,H-OTROS011,WATER -- 5UG/L,2840,500ml,8-13 días,Holanda,False
299,CARBONATE,H-OTROS012,WELL WATER,2360,250ml cuando ph es 8,8-13 días,Holanda,False
300,SOLVENT RESIDUES,H-OTROS013,FOOD -- HS-GC-MS,5600,500g,11-16 días,Holanda,False
301,TANNIN (TANNIC ACID),H-OTROS014,FOOD -- SPECTROFOTMETRY -- 0.00001,3200,500g,11-16 días,Holanda,False
302,SEDIMENT,H-OTROS015,"OIL, FAT -- ISO 15301",2960,500ml,9-12 días,Holanda,False
303,INSOLUBLE IMPURITIES,H-OTROS016,"OIL, FAT -- ISO 663 -- 0.0001",2600,500ml,10-14 días,Holanda,False
304,NITROFURANEN,H-OTROS017,"MEAT FISH EGGS-- LC-MS.MS -- <0,1-<1,0PPM",5360,500g. Eggs 25 u,11-15 días,Holanda,False
305,"AFLATOXINE M1 < 3,5% FAT",H-OTROS018,"MILK -- IAC-LC-FLD -- 0,01UG/KG",3128,1000ml,12-16 días,Holanda,False
306,"IDEM > 3,5% FAT",H-OTROS019,MILK,4160,500g,12-16 días,Holanda,False
307,CHLOORANISOLE,H-OTROS020,"FOOD -- GC-MS.MS -- 0,1 PPM",5000,500g,9-12 días,Holanda,False
308,CHLOROPHENOL,H-OTROS021,"FOOD -- GC-MS.MS -- 0,005-0,1 PPM",5000,500g,9-12 días,Holanda,False
309,DICHLOORPROPENE,H-OTROS022,"FOOD -- HS-GC-FPD -- 0,01PPM",3800,500g,10-14 días,Holanda,False
310,CHLOORPICRINE,H-OTROS023,"FOOD -- GC-MS.MS -- 0,01PPM",3800,500g,10-14 días,Holanda,False
311,SULFURYLFLUORIDE,H-OTROS024,"CEREALS -- HS-GC-MS -- 0,01PPM",5120,500g,12-16 días,Holanda,False
312,TOTAL OF POLYPHENOL,H-OTROS025,"FOOD, COCOA, FRUITPOWDER -- FOLIN-CIOCALTEN METHOD -- 50MG/KG EQ",4040,500g,12-16 días,Holanda,False
313,PO4 /POLYPHOSPHATES,H-OTROS026,FISH (FROZEN),6080,500g,8-12 días,Holanda,False
314,"MANGANESE, IRON,SODIUM",H-OTROS027,FISHFLOUR,2240,,0-60 días,Holanda,False
315,GLASS IN SUGAR,H-OTROS028,SUGAR -- AOAC 945-80,3560,500g,11-15 días,Holanda,False
316,CRUDE FIBR,H-OTROS029,UDE FIBRE,2792,500g,8-12 días,Holanda,False
317,CYSTEINE PURE,H-OTROS030,"CYSTEINE -- EU 152/ 2009 -- 0,01G/100G",3800,250g,11-15 días,Holanda,False
318,SAPONIFICATION INDEX,H-OTROS031,OIL -- MG/KOH/G,2504,250g,9-12 días,Holanda,False
319,IDEM,H-OTROS032,CHOCOLATE,3104,,0-60 días,Holanda,False
320,IONDINE INDEX,H-OTROS033,"OIL -- 0,1G/100G",3248,,9-12 días,Holanda,False
321,IDEM,H-OTROS034,CHOCLOLATE,3848,,0-60 días,Holanda,False
322,PEROXIDE INDEX,H-OTROS035,"OIL -- TITRIMETRIC -- 0,2MEQO2/KG",2552,1000g,9-12 días,Holanda,False
323,TARTRAZINE,H-OTROS036,OOD -- IC,3008,,13-16 días,Holanda,False
324,SODIUMCITRATE,H-OTROS037,FISH,4400,,0-60 días,Holanda,False
325,CITRICACID,H-OTROS038,OIL,4040,250g,11-15 días,Holanda,False
326,PROPYLGALLATE,H-OTROS039,OIL,3608,250g,14-17 días,Holanda,False
327,ASCORBYL PALMITATE,H-OTROS040,OIL,4328,250g,12-16 días,Holanda,False
328,FLAVONOID PROFILE,H-OTROS041,"FOOD, COCOA -- LC-DAD -- MATRIX",10760,250g,18-21 días,Holanda,False
329,BENZOIC AND SORBIC ACID,H-OTROS042,FOOD -- LC-UV -- 5 MG/KG,3248,250g,11-15 días,Holanda,False
330,CAFFEINE,H-OTROS043,"COFFEE, TEA -- HPLC-UV -- 0.0003",4040,500g,11-15 días,Holanda,False
331,ENERGY DRINK POTASSIUMSORBATE,H-OTROS044,"LIQUD -- 0,4MG/100ML",1400,,0-60 días,Holanda,False
332,AND SODIUMBENZOATE,H-OTROS045,HPLC-UV--TAT 8-11,5120,,6-9 días,Holanda,False
333,TAURINE,H-OTROS046,NMR -- 25MG/L,4880,,12-16 días,Holanda,False
334,GLUCORONLACTONE,H-OTROS047,NMR -- 20MG/L,3800,,18-21 días,Holanda,False
335,FOSFINE (PH3),H-OTROS048,"FOOD -- HS-GC-NPD -- 0,001MG/KG",3800,1000g,11-15 días,Holanda,False
336,FORMO,H-OTROS049,RMOL,3320,500ml,12-16 días,Holanda,False
337,FORBIDDEN DYES,H-OTROS050,FOOD,6680,,10-14 días,Holanda,False
338,ANTIPARASITIC DYES,H-OTROS051,FISH -- LC-MS.MS -- SEE FILE,4160,500g,11-14 días,Holanda,False
339,FLAVONOIDEN,H-OTROS052,FOOD,1400,,0-60 días,Holanda,False
340,I-NAFTYLACETIC ACID,H-OTROS053," LC-MS.MS -- 0,05MG/KG",3560,500g,8-11 días,Holanda,False
341,D.GLUCONIC,H-OTROS054,"ID -- ENZYMATICASSAY -- 0,04G/KG",2888,500g,13-16 días,Holanda,False
342,FALLING NUMBE,H-OTROS055,LLING NUMBER,3080,,0-60 días,Holanda,False
343,"GMO OIL MARGARINES,METHOD REAL TIME PCR LOD 0.1",H-OTROS056,"O OIL MARGARINES,METHOD REAL TIME PCR LOD 0.1%",6200,1000g,10-13 días,Holanda,False
344,RADIATION,H-OTROS057,spectofotometr’a de Gamma Q (9-12 días),3950,,9-12 días,Holanda,False
345,TRYPSINE INHIBITER ACTIVITY,H-OTROS058,"SPECTROPHOTOMETER -- 0,2MG/GR",3968,250g,7-10 días,Holanda,False
346,CARMINE IN COCHINED,H-OTROS059,FCC9,4400,250g,12-15 días,Holanda,False
347,MONOSODIUMGLUTAMATE,H-OTROS060,"FOOD -- ISO 13903/2005 -- 0,05-0,1 G/100G",4040,,10-13 días,Holanda,False
348,HYDROXYMETHYLFURFURAL,H-OTROS061,JUCE -- LC-UV/DAD -- 10PPM,4592,,12-15 días,Holanda,False
349,SULFONAMIDEN,H-OTROS062,HONEY,4712,250g,11-14 días,Holanda,False
350,TOTAL OF POLYPHENOL,H-OTROS063,FOLIN-CIOCALTEN --,4400,,0-60 días,Holanda,False
351,PAK 16 (PHA),H-OTROS064,FOOD,5120,250g,10-13 días,Holanda,False
352,PAK 4 (PHA),H-OTROS065,FOOD,4400,250g,10-13 días,Holanda,False
353,VITAMIN B12,H-OTROS066,"FOOD -- AOAC 952.20 -- 0,01UG/AOOOGR",3680,,0-60 días,Holanda,False
354,BETA,H-OTROS067,ROTEEN (PROVIT A) -- FOOD -- HPLC/UV -- 5UG/100G,3800,,8-11 días,Holanda,False
355,REDUCING SUGARS,H-OTROS068,FOOD -- 0.001,3800,1000g,11-14 días,Holanda,False
356,MELAMINE,H-OTROS069,"MILK, FOOD-- LC-MS.MS -- 0,5MG/KG--TAT 10",4640,250g,11-14 días,Holanda,False
357,IODINE,H-OTROS070,"CROP, SALT -- 0,2MG/KG",4400,500g,11-14 días,Holanda,False
358,FREE 3,H-OTROS071,"PD -- FOOD -- GC-MS.MS -- 0,5ML/KG",5240,500g,10-13 días,Holanda,False
359,3-MCPD ESTERS + GLYCIDOL ESTERS ,H-OTROS072,OIL -- GC-MS.MS,7160,500g,10-13 días,Holanda,False
360,3-MCPD ESTERS,H-OTROS073,OIL -- GC-MS.MS -- 100UG/KG,5000,500g,10-13 días,Holanda,False
361,ALLERGENS SCREENING,H-OTROS074,FOOD -- LC.MS-- TAT 10-12,3900,>5 samples,10-13 días,Holanda,False
362,ONE ALLERGENS,H-OTROS075,OOD--LC.MS--TAT 10-12,-1,,10-13 días,Holanda,False
363,ANTRACHINON,H-OTROS076,GC-MS.MS,3440,,0-60 días,Holanda,False
364,RESISTANT STARCH,H-OTROS077,FOOD -- SPECTROFOTOMETRY -- 0.003,4160,500g,15-18 días,Holanda,False
365,STARCH,H-OTROS078,"FOOD -- ENZYMATIC -- 0,1G/100G",3200,,8-11 días,Holanda,False
366,TOTAL OF CAROTENOIDS,H-OTROS079,"FRUIT JUICES -- SPECTROFOTOMETRY -- 0,5MG/L",5120,2 samples of 250g frozen and in dark container,13-16 días,Holanda,False
367,CAROTENOID PACKAGE,H-OTROS080,OTHER PRODUCTS -- HPLC/UV,6440,2 samples of 250g frozen and in dark container,11-15 días,Holanda,False
368,LUTEIN+ZEAXANTHIN,H-OTROS081,"FISH FLOUR, PET, FOOD SUPPLEMENTS -- HPLC/UV-VIS -- 2MG/KG BOTH",4880,2 samples of 250g frozen and in dark container,11-15 días,Holanda,False
369,TRICHLOORMETHAAN (CHLOROFORM),H-OTROS082,"FOOD, LEAVES -- NRN15680 -- <2MG/KG",5048,500g,0-60 días,Holanda,False
370,STEVIOL GLYCOSIDES (STEVIA,H-OTROS083,"60) -- FRUITJUICE, SWEETENER,FRUIT -- HPLC-UV -- 200MG/KG",5600,250g,13-16 días,Holanda,False
371,"PUNGENCY, SPICY",H-OTROS084,PEPPER -- LC-DAD -- 20MG/KG EACH,4640,,12-15 días,Holanda,False
372,QUERCITINE,H-OTROS085,"FOOD -- LC-MS.MS -- 0,1 MG/100G",4400,,0-60 días,Holanda,False
373,GLUCOSINOLATEN,H-OTROS086,"CANOLA, RAPESEED -- HPLC-UV DETECTION -- DEPENDS",5432,,11-14 días,Holanda,False
374,MOISTURE AND VOLATILE CONSTITUENTS,H-OTROS087,"CANOLA, RAPESEED -- GRAVIMETRY -- 0.001",5432,1000g,11-14 días,Holanda,False
375,ANASIDINE VALUE,H-OTROS088,"OIL,FAT, MARGARINE -- ISO 6885 -- 0.1",3176,1000g,10-13 días,Holanda,False
376,ARSENIC,H-OTROS089,"SOLVENT -- ICP-MS AFTER PMD -- 0,1MG/KG",3248,250ml,11-14 días,Holanda,False
377,COLOUR,H-OTROS090,"FOOD, BANANAPOWDER -- COLORIMETER -- NO",4352,,0-60 días,Holanda,False
378,AUTHENTICITY TEST,H-OTROS091,PASSION JUICE -- SEVERAL TESTS,12200,,0-60 días,Holanda,False
379,"NITROGEN FREE EXTRACT, DRY MATTER, ETHER EXTRACT, CRUDE PROTEIN, CRUDE FIBER",H-OTROS092,FOOD,7768,,0-60 días,Holanda,False
380,STREPTOMYCIN HPLC,H-OTROS093,REPTOMYCIN HPLC,4700,,0-60 días,Holanda,False
381,OXYTETRACYCLINE HPL,H-OTROS094,YTETRACYCLINE HPLC,4700,,0-60 días,Holanda,False
382,MƒTODO RANCIMANT / ISO661,H-OTROS095,TODO RANCIMANT / ISO661,3950,,0-60 días,Holanda,False
383,ANçLISIS DE çCAROS EN HOJ,H-OTROS096,çLISIS DE çCAROS EN HOJA,4835,,0-60 días,Holanda,False
384,ANçLISIS DE çCAROS EN FRUT,H-OTROS097,çLISIS DE çCAROS EN FRUTO,3520,,0-60 días,Holanda,False
385,MOSH / MOAH ANALYSIS,H-OTROS098,T 20-25,12480,,20-25días,Holanda,False
386,Relaci—n Fructosa/Glucosa (F/G),GER-HONEY-001,PLC,2357,,0-60 días,Alemania,False
387,Relaci—n Fructosa/Glucosa (F/G),GER-HONEY-002,Photometry,2100,,0-60 días,Alemania,False
388,Sacarasa (Invertasa),GER-HONEY-003,tividad (Siegenthaler)--DIN 10759 mod.,1958.4,,0-60 días,Alemania,False
389,Sacarosa,GER-HONEY-004,PLC/DIN 10758,2234.4,,0-60 días,Alemania,False
390,Humedad,GER-HONEY-005,IN 10752,1720.8,,0-60 días,Alemania,False
391,Acidez,GER-HONEY-006,N 10756,1804.4,,0-60 días,Alemania,False
392,Conductividad ElŽctrica,GER-HONEY-007,IN 10753 mod.,1759.2,,0-60 días,Alemania,False
393,Diastasa (Método,GER-HONEY-008,hade)--DIN 10750 mod.,2097.6,,0-60 días,Alemania,False
394,Diastasa (Método,GER-HONEY-009,trophenol)--Photometry,2097.6,,0-60 días,Alemania,False
395,HMF (Hidroximetilfurfural),GER-HONEY-010,PLC,2100,,0-60 días,Alemania,False
396,HMF (Hidroximetilfurfural),GER-HONEY-011,hotometry,2100,,0-60 días,Alemania,False
397,"An‡lisis de comercio: Humedad, HMF, Diastasa (Método",GER-HONEY-012,"hade), pH, Acidez--photometry",2460,,0-60 días,Alemania,False
514,CORRECION DE INFORME,OTROS002,RRECION DE INFORMES,190,,0-60 días,IFC,False
398,Espectro de Azœcares,GER-HONEY-013,"ructosa, Glucosa, Sacarosa, Turanosa, Maltosa, Trehalosa, Isomaltosa, Erlosa, Melizitosa, Maltriosa, F/G Ratio--HPLC / DIN 10758",2532,,0-60 días,Alemania,False
399,NMR,GER-HONEY-014,reening: Perfil de la miel para autenticidad y calidad--1H-NMR,5100,,0-60 días,Alemania,False
400,Paquete Screening  adulteraci—n / calidad / autenticidad 1H,GER-HONEY-015,R-perfil  +  13C-An‡lisis Isot—picos  LC-IRMS (C3/C4-azœcar),8340,,0-60 días,Alemania,False
401,Ceniza,GER-HONEY-016,nizas,942.4,,0-60 días,Alemania,False
402,Paquete screening de antibi—ticos,GER-HONEY-017,"streptomicinas, Sulfonamidas, Tetraciclinas, Macr—lidos, Fluoroquinolonas (2ppb), Nitrofuranos Metabolitos, Nitroimidazoles  (0.5ppb), CAP (0.1ppb)-- LC-MS-MS",10100,,0-60 días,Alemania,False
403,"Conteo aerobio, Enterob., E.Coli, Salm., Moho y Levadura",GER-HONEY-018,ethod ¤ 64 LFGB,2780,,0-60 días,Alemania,False
408,PROTEÍNA NMX,MX-FQ001,608-NORMEX-2011,750.75,,0-60 días,México,False
409,HUMEDAD NOM,MX-FQ002,6-SSA1-1994,450.45,,0-60 días,México,False
410,GRASA NMX,MX-FQ003,615-NORMEX-2004,750.75,,0-60 días,México,False
411,CENIZAS NMX,MX-FQ004,607-NORMEX-2013,532.35,,0-60 días,México,False
412,AZUCARES REDUCTORES TOTALES NOM,MX-FQ005,6-SSA1-1994,761.67,,0-60 días,México,False
413,AZUCARES REDUCTORES DIRECTOS (COMO LACTOSA) NOM,MX-FQ006,5-SCFI-2012 APƒNDICE NORMATIVO A. PARTE 8.10,723.45,,0-60 días,México,False
414,FIBRA CRUDA NMX,MX-FQ007,613-NORMEX-2013,805.35,,0-60 días,México,False
